exec_time, invoke_time, access_time, resides_time
416.48, 54.75, 2.35, 403.49
420.29, 54.43, 2.50, 422.36
406.42, 61.46, 2.51, 410.06
450.82, 52.28, 2.13, 436.53
452.98, 58.37, 2.15, 439.35
460.40, 47.69, 2.56, 448.02
430.06, 55.03, 2.40, 413.11
424.58, 54.14, 2.40, 410.07
398.34, 51.94, 2.86, 404.52
430.01, 46.10, 2.25, 436.54
446.25, 57.92, 2.13, 437.12
469.10, 59.11, 2.63, 438.08
421.62, 54.25, 2.34, 411.02
448.93, 49.80, 2.16, 427.82
443.29, 55.96, 2.39, 430.67
430.22, 48.05, 2.37, 432.01
425.58, 50.88, 2.40, 427.74
410.43, 49.36, 2.65, 417.16
470.88, 54.14, 2.51, 432.24
447.64, 53.12, 2.85, 439.14
425.13, 47.28, 2.23, 430.30
437.52, 53.00, 2.22, 449.88
451.59, 58.43, 3.51, 435.62
439.16, 47.62, 2.52, 433.21
467.89, 60.75, 2.14, 441.85
439.85, 45.48, 2.15, 431.82
446.56, 57.30, 2.52, 451.51
429.95, 46.39, 2.15, 437.06
418.48, 51.38, 2.14, 426.91
464.05, 56.44, 2.39, 438.44
464.83, 62.06, 2.12, 444.22
452.28, 58.51, 2.30, 428.26
461.55, 48.82, 2.21, 470.41
472.03, 52.53, 2.37, 445.51
430.05, 44.27, 2.34, 434.50
437.58, 45.99, 2.26, 420.24
462.86, 53.80, 2.88, 438.48
429.85, 52.34, 2.25, 420.62
448.44, 571.01, 2.43, 969.08
479.98, 52.99, 2.49, 435.84
490.95, 47.54, 2.54, 483.57
448.79, 49.31, 2.39, 428.34
479.74, 51.22, 3.34, 460.38
466.99, 40.95, 2.22, 469.53
461.97, 43.18, 2.31, 444.67
454.26, 48.72, 3.50, 445.21
432.71, 44.49, 3.44, 436.95
418.52, 48.11, 2.16, 425.24
413.70, 46.91, 2.19, 409.56
434.94, 45.56, 2.18, 430.29
445.30, 47.35, 2.41, 435.04
415.56, 46.26, 2.14, 422.09
429.09, 45.28, 2.40, 434.41
430.74, 46.35, 2.40, 430.59
401.81, 41.45, 2.45, 402.76
423.67, 49.36, 2.42, 409.32
427.65, 47.52, 2.31, 410.22
414.40, 47.37, 2.29, 401.24
440.84, 50.31, 2.15, 430.12
488.86, 59.54, 4.05, 479.39
412.07, 47.43, 2.90, 414.28
472.16, 39.19, 2.22, 445.48
445.27, 45.47, 2.95, 443.74
441.18, 50.60, 2.55, 434.45
459.29, 50.35, 2.99, 448.94
436.48, 44.12, 2.12, 440.89
439.30, 41.89, 2.51, 446.10
438.65, 51.77, 2.29, 425.68
430.39, 51.45, 2.10, 435.61
444.40, 52.73, 2.50, 427.72
448.09, 41.11, 2.18, 436.91
453.32, 58.77, 2.13, 437.11
455.34, 44.28, 2.13, 436.76
435.02, 83.82, 2.18, 435.53
441.98, 46.96, 2.13, 435.63
431.17, 54.79, 2.11, 421.78
446.61, 50.16, 2.21, 435.06
453.52, 45.52, 2.67, 434.78
411.38, 41.62, 2.29, 405.92
402.25, 44.34, 2.25, 401.43
436.74, 51.01, 3.76, 423.24
448.16, 46.31, 2.44, 437.87
432.19, 50.51, 2.18, 420.48
429.58, 54.65, 2.29, 413.66
433.17, 50.60, 3.67, 420.54
432.86, 43.93, 2.41, 434.41
437.22, 47.56, 2.39, 418.55
419.80, 42.31, 2.18, 426.95
429.44, 38.58, 2.13, 417.80
419.36, 47.53, 2.07, 422.82
432.83, 49.62, 3.09, 435.80
445.43, 44.59, 2.64, 432.22
424.53, 46.31, 2.79, 424.23
439.30, 50.28, 2.14, 419.06
446.08, 51.50, 2.36, 436.29
428.24, 47.49, 2.31, 435.24
509.02, 48.38, 2.36, 433.39
443.63, 45.86, 2.32, 433.93
422.10, 58.84, 2.32, 412.71
407.34, 45.34, 2.30, 407.58
426.81, 51.32, 3.41, 435.26
445.72, 44.57, 2.12, 452.90
432.37, 46.08, 3.39, 434.74
438.63, 53.18, 2.24, 428.13
425.96, 51.71, 3.12, 408.71
437.52, 51.16, 3.42, 433.26
401.46, 45.24, 2.58, 406.60
436.28, 44.43, 2.47, 442.08
431.95, 53.89, 3.38, 439.99
423.97, 48.56, 2.45, 409.59
408.77, 46.88, 3.21, 417.86
439.73, 51.75, 2.44, 408.62
398.87, 46.14, 2.70, 404.99
398.72, 45.15, 2.68, 404.43
435.44, 42.40, 2.40, 431.12
460.08, 51.34, 2.38, 435.99
455.39, 47.24, 2.43, 436.57
421.21, 47.12, 2.73, 409.50
434.58, 48.51, 2.12, 423.70
418.67, 49.60, 2.39, 405.32
444.36, 50.35, 2.40, 429.27
445.13, 50.36, 2.16, 428.25
453.52, 46.23, 2.36, 451.68
440.02, 48.68, 3.64, 438.18
430.37, 40.51, 2.33, 433.51
446.92, 47.23, 2.48, 432.46
456.51, 51.20, 2.47, 442.39
497.07, 47.79, 4.95, 478.65
433.44, 37.76, 2.31, 435.97
419.94, 47.38, 3.39, 407.82
444.17, 47.14, 2.43, 432.39
441.28, 48.34, 2.42, 433.17
451.56, 44.32, 2.34, 434.76
426.70, 90.85, 2.32, 477.19
434.00, 41.04, 2.35, 431.04
437.38, 46.04, 2.33, 429.40
447.82, 45.74, 2.30, 433.19
443.69, 53.15, 2.35, 402.71
419.93, 39.63, 2.26, 405.66
401.06, 46.99, 2.31, 408.48
422.06, 41.34, 2.32, 408.98
404.34, 47.33, 2.35, 405.16
417.36, 48.42, 2.40, 415.03
419.48, 42.97, 2.28, 407.17
403.98, 56.53, 2.31, 416.18
400.77, 41.98, 2.29, 407.31
433.09, 48.80, 2.42, 406.87
425.76, 45.33, 2.31, 405.39
405.73, 49.85, 2.32, 412.73
405.46, 41.67, 2.30, 405.93
420.30, 50.92, 2.31, 409.20
409.14, 44.82, 2.32, 409.54
434.11, 49.61, 2.30, 403.74
418.04, 48.90, 2.29, 406.15
428.92, 49.21, 2.27, 404.48
407.54, 39.32, 2.32, 405.83
422.50, 52.36, 2.35, 407.89
421.98, 48.71, 2.32, 407.79
449.94, 52.29, 2.45, 408.47
402.11, 44.50, 2.31, 404.56
420.90, 49.16, 2.36, 407.77
411.44, 557.00, 2.40, 920.50
407.12, 45.94, 2.48, 410.15
433.29, 41.70, 2.57, 415.90
420.35, 51.58, 2.34, 407.90
433.84, 45.61, 2.30, 406.32
408.80, 62.14, 2.33, 420.40
400.80, 40.26, 2.32, 407.13
415.42, 52.49, 2.31, 410.31
423.58, 49.32, 2.40, 406.93
432.75, 48.82, 2.39, 407.68
400.83, 42.36, 2.30, 407.63
425.87, 51.24, 2.28, 405.31
419.69, 46.72, 2.39, 404.93
420.16, 48.98, 2.35, 404.84
437.00, 54.26, 2.32, 409.48
402.39, 40.14, 2.28, 403.81
415.11, 41.49, 2.42, 408.00
415.02, 45.71, 2.35, 403.46
407.36, 45.30, 2.59, 405.88
416.19, 47.34, 2.38, 406.95
418.05, 45.10, 2.34, 405.11
421.33, 45.75, 2.40, 407.02
405.59, 42.51, 2.35, 406.07
419.91, 44.42, 2.30, 422.36
424.86, 50.55, 2.42, 408.50
401.39, 45.30, 2.38, 406.69
413.07, 45.65, 2.33, 406.07
413.05, 47.51, 2.33, 408.30
419.89, 49.43, 2.36, 404.82
400.89, 44.10, 2.40, 408.57
421.46, 48.35, 2.52, 405.93
431.90, 48.46, 2.29, 405.59
420.88, 47.36, 2.57, 405.22
427.07, 46.00, 2.33, 406.79
404.22, 43.63, 2.31, 408.50
422.34, 47.83, 2.30, 406.51
425.37, 46.53, 2.50, 408.27
517.18, 42.20, 3.32, 505.34
398.86, 40.42, 2.30, 404.79
405.05, 47.16, 2.60, 406.39
415.08, 42.65, 2.48, 409.29
426.53, 47.88, 2.34, 414.70
433.17, 48.56, 2.41, 408.01
434.29, 54.06, 2.53, 412.90
427.48, 43.06, 2.32, 417.73
415.95, 49.87, 2.48, 405.53
402.76, 54.53, 2.34, 406.83
419.21, 44.16, 2.40, 407.27
406.45, 39.25, 2.34, 405.15
440.73, 46.52, 2.40, 430.16
453.28, 52.26, 2.40, 435.54
440.02, 43.42, 2.45, 438.38
441.57, 43.71, 2.38, 432.82
431.04, 39.64, 2.40, 433.54
436.30, 45.01, 2.63, 433.44
444.61, 44.99, 2.65, 432.18
430.06, 44.71, 2.36, 435.39
440.31, 49.25, 2.37, 429.73
430.26, 44.17, 2.42, 432.75
427.22, 46.77, 2.38, 432.22
432.29, 45.42, 2.39, 429.84
456.59, 47.31, 2.41, 435.05
456.98, 47.67, 2.36, 436.42
445.47, 46.73, 2.39, 433.37
443.07, 51.45, 2.75, 431.64
429.13, 49.34, 2.52, 423.04
463.68, 56.36, 2.17, 435.31
447.29, 40.64, 2.14, 433.20
454.67, 49.15, 2.43, 432.74
397.94, 50.63, 2.57, 400.80
446.17, 50.60, 2.33, 438.60
462.45, 50.52, 2.62, 436.37
440.03, 39.40, 2.30, 430.52
452.01, 46.56, 2.54, 433.79
416.58, 44.36, 2.43, 423.62
417.45, 47.24, 2.27, 404.78
446.04, 52.04, 2.13, 432.18
444.81, 48.11, 2.72, 422.74
402.46, 43.90, 2.76, 407.96
407.19, 48.90, 2.49, 403.79
429.86, 47.82, 2.42, 432.91
440.91, 43.93, 2.48, 430.67
418.86, 49.73, 2.43, 402.05
406.45, 42.48, 3.33, 409.74
430.92, 43.59, 2.34, 400.15
415.97, 53.76, 2.36, 411.63
427.08, 44.95, 2.41, 402.67
423.98, 49.24, 2.35, 410.14
423.62, 48.29, 2.31, 408.91
432.93, 50.19, 2.76, 416.28
421.14, 46.24, 2.39, 403.75
435.73, 50.23, 3.43, 428.94
450.27, 43.05, 2.25, 436.11
400.02, 45.65, 2.31, 404.38
432.41, 46.00, 2.64, 435.07
424.98, 43.71, 2.74, 421.12
417.80, 48.75, 2.60, 411.37
439.86, 50.55, 2.25, 421.57
415.76, 47.30, 2.31, 411.04
435.59, 54.33, 3.16, 435.31
417.76, 47.67, 2.57, 418.31
435.77, 49.50, 2.15, 437.95
446.09, 54.74, 2.40, 433.00
417.37, 47.75, 3.50, 404.21
400.14, 43.15, 2.42, 406.73
473.34, 46.15, 3.57, 448.64
520.80, 54.06, 3.49, 505.77
423.78, 40.39, 2.15, 432.21
446.61, 54.63, 2.31, 436.60
503.82, 48.27, 2.54, 476.72
483.35, 42.68, 3.00, 477.80
439.41, 46.08, 2.99, 423.29
426.24, 48.60, 2.36, 408.27
454.63, 54.49, 3.44, 426.15
455.82, 47.03, 2.48, 437.68
427.01, 42.96, 2.53, 428.88
438.02, 47.03, 2.25, 436.13
410.51, 48.17, 2.61, 406.90
422.92, 42.15, 2.29, 428.51
433.66, 48.30, 2.54, 427.08
457.95, 48.15, 2.37, 428.90
433.92, 52.15, 2.20, 418.71
415.54, 47.72, 2.38, 403.46
442.62, 559.25, 2.26, 934.81
421.67, 54.54, 2.74, 409.85
427.69, 54.83, 2.48, 412.29
453.81, 53.51, 2.16, 431.93
425.53, 49.20, 2.56, 410.32
460.55, 42.81, 2.87, 435.50
439.06, 48.29, 2.13, 420.71
413.09, 41.84, 2.42, 409.74
453.98, 48.49, 3.42, 435.67
438.05, 47.02, 2.34, 420.15
417.42, 52.54, 2.32, 406.36
437.27, 54.93, 2.93, 426.51
438.88, 51.43, 2.22, 421.11
437.19, 47.61, 2.64, 435.11
423.90, 47.10, 2.75, 426.00
459.13, 46.00, 2.20, 433.44
432.86, 49.03, 2.31, 403.94
420.08, 41.96, 2.25, 419.53
428.84, 44.84, 2.34, 431.45
419.75, 46.60, 2.44, 404.63
411.26, 50.21, 2.54, 404.72
448.51, 47.22, 2.59, 403.29
428.14, 46.24, 2.36, 436.92
426.14, 49.11, 2.36, 424.83
430.04, 52.50, 2.68, 403.68
443.47, 54.70, 2.14, 423.46
464.88, 58.02, 2.12, 434.70
431.14, 49.56, 2.33, 406.19
446.66, 49.24, 2.50, 420.24
423.45, 48.92, 2.17, 426.46
