exec_time, invoke_time, access_time, resides_time
449.62, 4.83, 2.08, 415.08
451.28, 4.73, 2.07, 416.14
445.02, 4.77, 2.06, 410.84
433.93, 4.82, 2.07, 412.29
450.97, 4.87, 2.19, 418.25
428.31, 5.77, 2.26, 413.31
425.33, 5.83, 2.29, 412.31
442.33, 4.69, 2.20, 411.85
444.75, 4.74, 2.22, 413.78
442.77, 4.69, 2.20, 410.88
449.22, 5.89, 2.25, 411.12
444.84, 4.72, 2.23, 409.91
425.34, 4.56, 2.02, 411.64
427.79, 5.75, 2.37, 410.78
426.72, 5.89, 2.58, 412.96
476.73, 4.78, 2.21, 419.36
439.46, 4.74, 2.09, 413.27
443.26, 5.78, 2.12, 430.48
426.80, 4.67, 2.11, 413.94
452.54, 4.79, 2.21, 414.40
447.43, 4.88, 2.09, 417.93
454.07, 4.80, 2.20, 411.08
438.86, 4.88, 2.19, 412.66
400.64, 5.96, 2.21, 382.92
398.35, 5.83, 2.12, 384.97
395.67, 4.60, 2.21, 384.66
433.82, 6.12, 2.50, 388.76
429.75, 4.84, 2.09, 385.90
429.77, 4.71, 2.17, 385.41
395.43, 4.74, 2.08, 383.45
432.13, 4.94, 2.11, 386.34
396.67, 4.65, 2.18, 382.69
422.42, 5.93, 2.54, 385.39
425.18, 5.94, 2.20, 383.37
415.19, 4.69, 2.00, 381.38
393.57, 4.60, 2.13, 379.19
422.51, 4.65, 2.13, 384.79
471.48, 4.65, 2.21, 448.64
429.05, 4.82, 2.19, 392.17
415.59, 4.74, 2.03, 380.24
415.03, 4.62, 1.99, 400.25
422.16, 4.79, 2.15, 387.58
418.47, 4.75, 2.04, 388.57
400.16, 4.64, 2.00, 385.79
398.00, 4.62, 2.03, 386.32
408.94, 4.76, 2.21, 387.89
405.80, 4.66, 2.27, 385.86
411.31, 4.68, 2.19, 387.06
396.36, 4.57, 2.15, 385.07
395.49, 4.56, 2.03, 382.98
402.39, 4.73, 2.09, 385.27
404.83, 4.59, 2.02, 391.61
419.30, 4.78, 2.06, 389.62
422.15, 4.75, 2.17, 386.44
417.53, 4.73, 2.05, 386.28
412.65, 4.77, 2.05, 384.69
414.14, 4.81, 2.20, 385.51
404.52, 4.68, 2.02, 386.72
426.07, 4.85, 2.05, 385.79
410.78, 4.63, 2.17, 390.14
414.24, 4.71, 2.04, 389.20
417.85, 4.68, 2.09, 387.92
402.86, 4.68, 1.99, 390.03
396.17, 4.65, 2.02, 384.65
433.03, 6.03, 2.39, 403.10
405.07, 4.75, 2.25, 390.70
422.19, 5.99, 2.12, 388.14
413.75, 4.71, 2.19, 385.70
419.80, 4.79, 2.05, 385.86
418.60, 4.81, 2.14, 386.48
406.84, 5.78, 2.35, 389.89
411.30, 4.69, 2.21, 388.53
412.49, 6.09, 2.22, 384.25
415.18, 4.71, 2.05, 388.54
424.52, 5.76, 2.15, 389.41
407.25, 4.58, 2.17, 384.71
403.59, 4.68, 2.04, 386.98
421.35, 4.83, 2.19, 389.91
413.62, 5.88, 2.53, 388.60
418.89, 4.75, 2.12, 387.28
430.46, 6.03, 2.39, 389.94
413.30, 5.98, 2.14, 385.00
401.99, 4.65, 2.01, 384.61
422.52, 4.78, 2.16, 385.81
395.54, 4.59, 2.18, 386.26
413.04, 4.81, 2.24, 385.81
404.22, 4.63, 2.17, 387.71
402.06, 4.59, 2.18, 386.24
435.34, 6.36, 2.90, 404.97
410.61, 4.64, 2.02, 389.82
428.98, 4.73, 2.09, 391.46
419.34, 5.97, 2.62, 390.83
409.22, 4.66, 2.02, 394.78
491.71, 4.64, 2.28, 398.30
419.38, 4.70, 2.09, 390.19
421.44, 4.93, 3.34, 386.47
401.21, 5.87, 2.32, 383.67
394.59, 4.68, 1.99, 384.63
394.87, 4.57, 2.01, 383.36
404.04, 7.26, 2.25, 387.18
412.09, 5.95, 2.37, 384.66
418.80, 5.98, 2.49, 383.34
407.54, 4.71, 2.20, 382.70
397.49, 4.63, 2.02, 383.94
398.15, 4.66, 2.16, 385.99
406.94, 4.75, 1.92, 387.07
415.64, 5.98, 2.11, 384.35
393.74, 4.65, 2.14, 384.63
431.17, 5.97, 2.34, 384.23
403.33, 4.65, 2.04, 388.78
393.92, 4.68, 2.01, 380.73
416.94, 4.65, 2.18, 396.82
437.52, 6.22, 2.45, 393.80
422.83, 4.82, 2.04, 384.53
410.04, 5.99, 2.39, 383.59
413.44, 4.66, 2.16, 385.06
417.38, 4.68, 2.17, 388.67
417.72, 5.87, 2.26, 385.91
424.01, 5.93, 2.25, 389.35
406.23, 5.72, 2.29, 385.90
407.87, 4.61, 2.15, 386.34
399.71, 4.57, 2.16, 385.58
410.41, 4.69, 2.17, 384.03
411.87, 5.88, 2.25, 384.07
419.38, 4.67, 2.17, 385.35
398.86, 5.71, 2.24, 384.69
425.17, 4.78, 2.17, 393.55
410.33, 4.73, 2.19, 384.22
416.28, 4.82, 2.19, 389.17
421.01, 5.83, 2.26, 386.34
398.38, 5.76, 2.21, 384.28
404.05, 4.61, 2.14, 383.68
410.50, 4.77, 2.17, 384.99
422.87, 4.84, 2.16, 385.66
443.77, 5.89, 2.25, 384.41
434.56, 4.78, 2.17, 402.15
399.68, 4.55, 2.14, 385.17
416.36, 4.81, 2.01, 385.04
401.91, 4.71, 2.16, 385.30
406.03, 5.81, 2.50, 384.53
414.73, 4.73, 2.15, 386.07
401.00, 5.81, 2.47, 385.91
401.55, 4.67, 2.28, 389.15
432.79, 4.98, 2.19, 386.57
427.05, 4.83, 2.16, 388.95
401.70, 4.61, 2.26, 387.95
400.84, 5.77, 2.24, 383.88
417.26, 4.73, 2.20, 388.06
401.98, 4.63, 2.17, 383.94
436.45, 4.68, 2.19, 387.68
413.69, 5.74, 2.25, 384.71
427.53, 5.91, 2.52, 385.81
402.48, 5.79, 2.26, 384.61
421.18, 4.73, 2.20, 387.51
418.30, 4.67, 2.18, 387.08
450.68, 5.97, 2.52, 388.55
405.69, 4.69, 2.34, 391.65
420.43, 5.82, 2.28, 388.30
408.12, 4.63, 2.21, 390.41
418.05, 5.58, 2.45, 400.36
422.69, 4.76, 2.21, 388.88
418.48, 4.87, 2.14, 388.45
434.40, 6.04, 2.30, 388.01
412.44, 5.94, 2.51, 391.97
402.22, 4.60, 2.19, 391.23
420.35, 5.91, 2.34, 394.13
422.80, 5.97, 2.27, 389.48
430.07, 6.07, 2.63, 389.74
400.65, 4.57, 2.20, 389.71
426.72, 4.81, 2.19, 389.51
420.63, 4.81, 2.22, 388.41
424.36, 4.69, 2.19, 392.71
438.30, 5.13, 2.16, 390.20
405.32, 5.78, 2.25, 389.64
413.93, 5.95, 2.29, 391.18
417.52, 4.70, 2.20, 389.83
406.96, 4.62, 2.26, 387.56
437.34, 4.81, 2.28, 390.89
419.86, 4.69, 2.21, 389.66
441.93, 4.71, 2.08, 407.32
406.99, 4.67, 2.17, 389.92
415.04, 4.62, 2.22, 398.60
440.42, 4.79, 2.22, 406.73
401.74, 4.79, 2.22, 389.52
417.14, 4.79, 2.09, 388.13
414.81, 4.73, 2.24, 388.08
428.92, 5.99, 2.51, 399.23
397.44, 5.71, 2.25, 386.18
421.08, 4.74, 2.20, 388.35
433.51, 5.96, 2.18, 389.24
422.10, 4.70, 2.19, 389.59
426.07, 5.88, 2.28, 387.83
405.68, 5.73, 2.51, 390.43
425.63, 4.69, 2.18, 393.48
424.42, 5.82, 2.29, 389.28
406.76, 5.82, 2.25, 387.04
399.85, 5.74, 2.22, 388.36
403.89, 5.89, 2.30, 388.32
411.65, 4.67, 2.20, 387.91
416.29, 4.73, 2.18, 387.82
428.72, 4.77, 2.20, 387.20
426.97, 4.82, 2.05, 385.30
417.66, 4.73, 2.26, 389.87
414.59, 4.82, 2.20, 388.10
403.11, 5.88, 2.33, 389.21
438.18, 5.92, 2.60, 408.78
410.24, 5.73, 2.31, 392.07
415.58, 5.81, 2.29, 389.14
427.71, 5.85, 2.32, 389.14
409.10, 4.76, 2.21, 389.92
416.53, 5.29, 2.17, 390.84
402.87, 4.77, 2.12, 386.84
414.58, 5.95, 2.30, 393.15
415.04, 4.74, 2.16, 385.12
402.63, 5.82, 2.53, 386.93
417.19, 4.77, 2.20, 388.35
398.45, 5.72, 2.46, 382.23
397.07, 4.60, 2.13, 384.39
404.10, 4.90, 2.16, 384.05
422.27, 4.78, 2.22, 383.80
419.66, 4.74, 2.13, 381.36
413.66, 4.75, 2.16, 382.53
412.48, 4.74, 2.54, 384.23
409.06, 5.89, 2.48, 384.29
428.59, 4.75, 2.17, 383.99
415.43, 4.63, 2.15, 383.57
424.10, 4.90, 2.22, 385.20
397.73, 4.95, 2.19, 384.32
413.65, 4.71, 2.22, 387.72
448.49, 6.03, 2.54, 402.99
419.74, 5.97, 2.53, 389.87
421.97, 4.71, 2.19, 388.42
402.43, 4.62, 2.18, 390.81
418.17, 4.83, 2.19, 387.73
421.45, 4.70, 2.21, 389.16
432.90, 4.77, 2.22, 391.24
402.95, 6.05, 2.34, 390.52
409.07, 4.84, 2.22, 389.51
405.80, 4.61, 2.18, 390.57
416.03, 5.90, 2.24, 388.60
420.28, 4.77, 2.21, 388.23
405.33, 4.63, 2.21, 391.52
434.34, 7.46, 2.35, 391.06
414.83, 4.64, 2.32, 390.09
506.51, 4.87, 3.35, 462.56
423.99, 4.71, 2.22, 390.15
420.53, 4.73, 2.24, 390.14
426.73, 4.71, 2.20, 392.06
424.80, 5.87, 2.52, 389.99
421.12, 4.75, 2.23, 391.22
421.26, 4.72, 2.20, 393.24
405.27, 4.66, 2.25, 392.40
426.26, 4.67, 2.21, 408.94
405.65, 5.86, 2.29, 391.00
413.16, 5.91, 2.54, 389.02
422.64, 5.95, 2.58, 389.64
410.38, 4.70, 2.23, 387.50
408.14, 4.65, 2.19, 390.01
407.59, 4.73, 2.26, 392.02
408.65, 4.73, 2.13, 391.80
422.92, 4.72, 2.22, 392.87
424.08, 4.84, 2.23, 390.57
404.46, 5.92, 2.54, 393.00
428.91, 4.68, 2.22, 389.01
426.34, 5.80, 2.28, 389.36
397.76, 4.60, 2.18, 387.94
417.04, 4.68, 2.22, 389.60
432.55, 4.77, 2.21, 388.70
405.53, 4.64, 2.18, 384.62
417.83, 5.94, 2.30, 388.01
418.07, 5.90, 2.54, 386.88
435.40, 5.98, 2.62, 391.89
419.92, 4.75, 2.18, 387.50
404.39, 4.65, 2.17, 388.72
409.06, 4.82, 2.21, 388.10
409.29, 4.65, 2.19, 387.72
416.12, 4.59, 2.22, 405.25
425.84, 6.05, 2.66, 400.64
444.27, 4.85, 2.33, 396.86
429.89, 5.87, 2.53, 397.57
416.33, 10.23, 2.32, 387.08
420.39, 5.83, 2.50, 385.88
411.53, 4.66, 2.17, 382.38
418.04, 4.68, 2.25, 387.05
418.87, 4.65, 2.18, 383.42
417.32, 4.70, 2.17, 388.55
427.98, 4.66, 2.18, 387.74
421.78, 4.80, 2.23, 386.03
403.80, 4.62, 2.14, 383.13
421.04, 4.65, 2.20, 384.19
418.34, 4.75, 2.18, 382.42
411.84, 4.61, 2.20, 382.65
415.39, 4.71, 2.22, 385.60
423.02, 4.65, 2.24, 387.29
407.42, 4.60, 2.22, 388.37
402.39, 4.63, 2.19, 385.49
425.09, 4.76, 2.26, 385.20
428.05, 4.63, 2.19, 384.21
405.10, 5.73, 2.52, 388.31
418.05, 5.82, 2.26, 402.44
417.71, 4.72, 2.19, 386.01
410.61, 5.84, 2.34, 383.75
446.27, 4.75, 2.18, 382.92
395.93, 5.67, 2.45, 385.36
402.97, 4.57, 2.17, 386.42
425.42, 4.78, 2.22, 386.53
426.65, 5.80, 2.52, 388.36
432.67, 5.95, 2.49, 384.58
425.69, 4.76, 2.16, 386.04
429.60, 4.68, 2.20, 384.67
400.38, 4.83, 2.28, 386.10
